Reef.ID,Reef.Name,Ocean,Country,State.Province.Island,City.Town,Year,Date,Depth,Organism.Code,S1,S2,S3,S4,Errors.,What.errors.,Average_bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Region,Diversity,rate_of_SST_change,Longitude.Degrees,Latitude.Degrees
60.33.22.08W.11.19.59.1N,Landslide,Atlantic,Trinidad & Tobago,Tobago,Charlotteville,2015,19-Feb-15,10.6,Bleaching (% of population),10,5,5,7,FALSE,,6.75,299.72,299.33,300.31,297.01,304.19,1.19,8,0.13,0.81,0,-3.11,4.02,4,5.18,23,4,1.52,2.84,20.16,1.58,-2.53,1.19,-4.84,2.32,-1.54,0,1.56,6,1,0,1.21,9.57,0.45,ERG138,59,0.027373737,-60.55613889,11.33308333
60.34.31.02W.11.19.35.46N,Hermitage,Atlantic,Trinidad & Tobago,Tobago,Hermitage,2015,11-Apr-15,11,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,299.598,300.418,297.012,304.228,1.192,8,-0.248,0.818,0,-3.128,3.588,2.6,5.862,27.4,4.8,0.304,2.928,18.652,1.718,-2.356,1.192,-4.932,2.266,-1.526,0,1.71,7.2,1,0,1.304,10.342,0.46,ERG138,59,0.027373737,-60.57527778,11.32652778
60.30.29.58W.11.18.4.68N,Goat Island,Atlantic,Trinidad & Tobago,Tobago,Speyside,2015,25-Apr-15,9,Bleaching (% of population),13,10,7,3,FALSE,,8.25,300.13,299.88,300.5,297.01,304.07,1.19,8,-0.14,0.81,0,-3.08,2.88,1,6.28,33,5,0,3,17.89,1.71,-2.18,1.19,-5.04,2,-1.55,0,1.78,8,1,0,1.25,11.38,0.38,ERG138,59,0.027373737,-60.50822222,11.30130556
60.33.30.6W.11.19.15.24N,Booby Island,Atlantic,Trinidad & Tobago,Tobago,Charlotteville,2015,19-Feb-15,8,Bleaching (% of population),0,5,0,10,FALSE,,3.75,262.15,299.106,300.418,297.012,304.228,1.192,8,-0.24,0.818,0,-3.128,3.588,2.6,5.862,27.4,4.8,0.304,2.928,18.652,1.718,-2.848,1.192,-4.932,2.266,-1.526,0,1.71,7.2,1,0,1.304,10.342,0.46,ERG138,59,0.027373737,-60.5585,11.32088889
60.33.30.6W.11.19.15.24N,Booby Island,Atlantic,Trinidad & Tobago,Tobago,Charlotteville,2015,7-Jun-15,7,Bleaching (% of population),10,8,1,11,FALSE,,7.5,262.15,300.078,300.418,297.012,304.228,1.192,8,0.034,0.818,0,-3.128,3.588,2.6,5.862,27.4,4.8,0,2.928,18.652,1.718,-1.876,1.192,-4.932,2.266,-1.526,0,1.71,7.2,1,0,1.304,10.342,0.46,ERG138,59,0.027373737,-60.5585,11.32088889
99.48.47E.10.7.2N,Twin Peaks,Pacific,Thailand,,Koh Tao,2015,31-Aug-15,4,Bleaching (% of population),0,0,0,0,FALSE,,0,302.01,303.7,302.02,297.17,306.22,1.38,3,1.62,1.02,0,-3.64,3.57,16,6.06,32,8,3.22,3.77,20.4,2.98,0.17,1.38,-6.35,2.69,-1.5,4,2.01,9,1,0,1.67,14.62,0.64,ERG050,417,0.016363636,99.81305556,10.11722222
99.48.47E.10.7.2N,Twin Peaks,Pacific,Thailand,,Koh Tao,2015,31-Aug-15,9.6,Bleaching (% of population),0,0,0,0,FALSE,,0,302.01,303.7,302.02,297.17,306.22,1.38,3,1.62,1.02,0,-3.64,3.57,16,6.06,32,8,3.22,3.77,20.4,2.98,0.17,1.38,-6.35,2.69,-1.5,4,2.01,9,1,0,1.67,14.62,0.64,ERG050,417,0.016363636,99.81305556,10.11722222
65.57.59W.18.34.53N,Palomino,Atlantic,Puerto Rico,,Fajardo,2015,13-Mar-15,1.7,Bleaching (% of population),0,0,0,0,FALSE,,0,299.97,299.39,300.42,296.98,304.17,1.24,6,0.21,0.73,0,-3.04,2.42,1,4.44,22,3,0,2.16,17.88,1.11,-2.59,1.24,-5,2.19,-1.55,0,1.42,7,0,0,1.04,11.37,0.25,ERG138,59,0.024065656,-65.57080556,18.34783333
65.57.59W.18.34.53N,Palomino,Atlantic,Puerto Rico,,Fajardo,2015,13-Mar-15,5.8,Bleaching (% of population),0,0,0,0,FALSE,,0,299.97,299.39,300.42,296.98,304.17,1.24,6,0.21,0.73,0,-3.04,2.42,1,4.44,22,3,0,2.16,17.88,1.11,-2.59,1.24,-5,2.19,-1.55,0,1.42,7,0,0,1.04,11.37,0.25,ERG138,59,0.024065656,-65.57080556,18.34783333
65.27.42.84W.18.5.17.67N,Balneario de Sunbay,Atlantic,Puerto Rico,,Vieques,2015,24-Jun-15,5.3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.822,300.46,296.652,304.022,1.228,8,0.152,0.744,0,-3.3,2.464,3.4,4.794,23.6,3.4,0.556,2.414,15.466,1.296,-1.136,1.228,-5.3,2.054,-1.488,1.6,1.412,6.6,0.2,0,0.938,8.516,0.246,ERG138,59,0.024065656,-65.46188889,18.08825
65.27.42.84W.18.5.17.67N,Balneario de Sunbay,Atlantic,Puerto Rico,,Vieques,2015,24-Jun-15,8.3,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.822,300.46,296.652,304.022,1.228,8,0.152,0.744,0,-3.3,2.464,3.4,4.794,23.6,3.4,0.556,2.414,15.466,1.296,-1.136,1.228,-5.3,2.054,-1.488,1.6,1.412,6.6,0.2,0,0.938,8.516,0.246,ERG138,59,0.024065656,-65.46188889,18.08825
66.0.923W.18.26.997N,Marine Reserve Isla Verde,Atlantic,Puerto Rico,,Carolina,2014,16-Jun-14,1.5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,301.33,300.31,296.9266667,303.77,1.2,6,1.126666667,0.736666667,0,-3.95,2.643333333,7.333333333,4.08,19.33333333,3,2.743333333,2.11,17.38333333,1.08,-0.493333333,1.2,-4.886666667,1.936666667,-1.503333333,4.666666667,1.506666667,7.333333333,0,0,0.943333333,9.52,0.243333333,ERG138,59,0.023282828,-66.01538889,18.44994444
66.0.923W.18.26.997N,Marine Reserve Isla Verde,Atlantic,Puerto Rico,,Carolina,2014,16-Jun-14,3.3,Bleaching (% of population),10,10,0,10,FALSE,,7.5,262.15,301.33,300.31,296.9266667,303.77,1.2,6,1.126666667,0.736666667,0,-3.95,2.643333333,7.333333333,4.08,19.33333333,3,2.743333333,2.11,17.38333333,1.08,-0.493333333,1.2,-4.886666667,1.936666667,-1.503333333,4.666666667,1.506666667,7.333333333,0,0,0.943333333,9.52,0.243333333,ERG138,59,0.023282828,-66.01538889,18.44994444
66.5.4498W.18.28.1381N,Escambron,Atlantic,Puerto Rico,,San Juan,2015,23-May-15,1.7,Bleaching (% of population),0,0,0,0,FALSE,,0,300.39,300.45,300.3,296.98,303.98,1.19,5,0.48,0.72,0,-4.35,2.64,8,3.57,16,3,1.12,1.93,13.66,1.01,-1.38,1.19,-4.84,2.14,-1.52,2,1.25,6,0,0,0.79,6.99,0.23,ERG138,59,0.023282828,-66.09083333,18.46897222
66.5.4498W.18.28.1381N,Escambron,Atlantic,Puerto Rico,,San Juan,2015,23-May-15,3.2,Bleaching (% of population),0,0,0,0,FALSE,,0,300.39,300.45,300.3,296.98,303.98,1.19,5,0.48,0.72,0,-4.35,2.64,8,3.57,16,3,1.12,1.93,13.66,1.01,-1.38,1.19,-4.84,2.14,-1.52,2,1.25,6,0,0,0.79,6.99,0.23,ERG138,59,0.023282828,-66.09083333,18.46897222
66.5.4498W.18.28.1381N,Escambron,Atlantic,Puerto Rico,,San Juan,2014,22-Jun-14,1.3,Bleaching (% of population),0,0,5,15,FALSE,,5,300.83,301.33,300.3,296.98,303.98,1.19,5,1.1,0.72,0,-4.35,2.64,7,3.57,16,3,4.58,1.93,13.66,1.01,-0.5,1.19,-4.84,2.14,-1.52,3,1.25,6,0,0,0.79,6.99,0.23,ERG138,59,0.023282828,-66.09083333,18.46897222
66.0.55W.17.53.56N,Caja de Muertos,Atlantic,Puerto Rico,,Ponce,2015,13-Mar-15,1.4,Bleaching (% of population),2,0,2,4,FALSE,,2,300.08,299.41,300.54,295.89,304.05,1.2,6,0.07,0.72,0,-4.33,2.23,3,4.51,24,3,1.02,2.31,15.82,1.1,-2.65,1.2,-6.17,1.99,-1.51,0,1.11,4,0,0,0.82,6.85,0.2,ERG138,59,0.025732323,-66.01527778,17.89888889
66.0.55W.17.53.56N,Caja de Muertos,Atlantic,Puerto Rico,,Ponce,2015,13-Mar-15,2.9,Bleaching (% of population),2,0,2,4,FALSE,,2,300.08,299.41,300.54,295.89,304.05,1.2,6,0.07,0.72,0,-4.33,2.23,3,4.51,24,3,1.02,2.31,15.82,1.1,-2.65,1.2,-6.17,1.99,-1.51,0,1.11,4,0,0,0.82,6.85,0.2,ERG138,59,0.025732323,-66.01527778,17.89888889
66.0.55W.17.53.56N,Caja de Muertos,Atlantic,Puerto Rico,,Ponce,2014,19-May-14,2.3,Bleaching (% of population),35,15,10,35,FALSE,,23.75,300.68,301.48,300.54,295.89,304.05,1.2,5,1.16,0.72,0,-4.33,2.23,4,4.51,24,3,1.07,2.31,15.82,1.1,-0.58,1.2,-6.17,1.99,-1.51,1,1.11,4,0,0,0.82,6.85,0.2,ERG138,59,0.025732323,-66.01527778,17.89888889
86.56.659W.16.33.757N,White Hole Dive Site,Atlantic,Honduras,Roatan,Sandy Bay,2015,10-Jan-15,11,Bleaching (% of population),0,0,0,0,FALSE,,0,299.82,299.31,301.07,297.65,304.83,1.18,8,-0.73,0.76,0,-3.26,2.6,2,3.76,19,4,0,2.14,11.81,1.5,-3.04,1.18,-4.69,2.48,-1.27,0,1.49,7,1,0,1.21,8.31,0.43,ERG136,60,0.021515151,-86.94430556,16.56261111
80.5.28W.26.13.34N,"Pompano Mooring Balls, Ball #17",Atlantic,USA-FL,Florida,Pompano Beach,2015,21-Mar-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,298.4666667,299.7633333,294.2866667,304.8366667,2.093333333,3,0.91,0.773333333,0,-3.403333333,2.666666667,11,3.693333333,16,4,3.53,2.053333333,12.93333333,1.333333333,-4.14,2.093333333,-8.31,2.22,-2.833333333,1.666666667,0.863333333,3.666666667,0,0,0.596666667,4.54,0.133333333,NA,NA,0.013989899,-80.09111111,26.22611111
80.5.28W.26.13.34N2,"Mooring Balls Pompano Beach, Ball #29",Atlantic,USA-FL,Florida,Pompano Beach,2015,18-Mar-15,4,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,298.4666667,299.7633333,294.2866667,304.8366667,2.093333333,3,0.91,0.773333333,0,-3.403333333,2.666666667,11,3.693333333,16,4,3.53,2.053333333,12.93333333,1.333333333,-4.14,2.093333333,-8.31,2.22,-2.833333333,1.666666667,0.863333333,3.666666667,0,0,0.596666667,4.54,0.133333333,NA,NA,0.013989899,-80.09111111,26.22611111
73.0.153E.4.15.938N,Rasdhoo Madivaru,Indian,Maldives,North Ari,Kuramathi,2015,15-Sep-15,5,Bleaching (% of population),1,1,0.5,1,FALSE,,0.875,301.92,302.7,301.86,298.51,305.14,0.88,6,0.79,0.75,0,-3.59,3.02,8,4.42,21,4,6.72,2.16,12.72,1.32,-0.02,0.88,-4.21,2.41,-0.84,2,1.46,7,0,1.79,1.07,9.82,0.31,ERG020,292,0.013762626,73.00255556,4.265638889
73.0.153E.4.15.938N,Rasdhoo Madivaru,Indian,Maldives,North Ari,Kuramathi,2015,15-Sep-15,12,Bleaching (% of population),0,0,0.1,0,FALSE,,0.025,301.92,302.7,301.86,298.51,305.14,0.88,6,0.79,0.75,0,-3.59,3.02,8,4.42,21,4,6.72,2.16,12.72,1.32,-0.02,0.88,-4.21,2.41,-0.84,2,1.46,7,0,1.79,1.07,9.82,0.31,ERG020,292,0.013762626,73.00255556,4.265638889
72.48.344E.4.1.55N,Kudafalu,Indian,Maldives,North Ari,,2015,16-Sep-15,5,Bleaching (% of population),2,2,0,2,FALSE,,1.5,301.76,302.09,301.81,296.98,305.73,0.87,5,0.23,0.76,0,-4.56,3.14,11,4.77,23,4,5.92,2.35,13.93,1.3,-0.53,0.87,-5.65,3.09,-0.81,2,1.5,8,0,0,1.07,10,0.3,ERG020,292,0.014217171,72.80572222,4.025833333
72.48.344E.4.1.55N,Kudafalu,Indian,Maldives,North Ari,,2015,16-Sep-15,12,Bleaching (% of population),5,0,5,5,FALSE,,3.75,301.76,302.09,301.81,296.98,305.73,0.87,5,0.23,0.76,0,-4.56,3.14,11,4.77,23,4,5.92,2.35,13.93,1.3,-0.53,0.87,-5.65,3.09,-0.81,2,1.5,8,0,0,1.07,10,0.3,ERG020,292,0.014217171,72.80572222,4.025833333
72.49.397E.3.29.679N,Holiday Thila,Indian,Maldives,South,Ari Atoll,2015,17-Sep-15,5,Bleaching (% of population),0,0,1,1,FALSE,,0.5,301.8,302.68,301.9,298.42,305,0.86,5,0.72,0.75,0,-3.4,2.79,12,3.92,18,3,9.07,2.07,14.27,1.25,-0.02,0.86,-4.27,2.29,-0.79,3,1.62,7,1,1.32,1.01,8.88,0.36,ERG020,292,0.014267676,72.82327778,3.494638889
72.49.397E.3.29.679N,Holiday Thila,Indian,Maldives,South,Ari Atoll,2015,17-Sep-15,12,Bleaching (% of population),0,2,2,0,FALSE,,1,301.8,302.68,301.9,298.42,305,0.86,5,0.72,0.75,0,-3.4,2.79,12,3.92,18,3,9.07,2.07,14.27,1.25,-0.02,0.86,-4.27,2.29,-0.79,3,1.62,7,1,1.32,1.01,8.88,0.36,ERG020,292,0.014267676,72.82327778,3.494638889
72.57.42.7E.4.3.29.4N,Bathala Maagaa,Indian,Maldives,Central,North Ari Atoll,2015,15-Sep-15,5,Bleaching (% of population),2,2,0,0,FALSE,,1,301.85,301.16,301.83,298.48,305.17,0.88,6,-0.64,0.75,0,-3.11,2.61,14,4.37,20,4,6.52,2.14,15.41,1.4,-1.55,0.88,-4.23,2.46,-0.87,2,1.48,8,0,0,1.11,12.45,0.3,ERG020,292,0.014217171,72.95711111,4.054888889
72.57.42.7E.4.3.29.4N,Bathala Maagaa,Indian,Maldives,Central,North Ari Atoll,2015,15-Sep-15,12,Bleaching (% of population),0,5,5,5,FALSE,,3.75,301.85,301.16,301.83,298.48,305.17,0.88,6,-0.64,0.75,0,-3.11,2.61,14,4.37,20,4,6.52,2.14,15.41,1.4,-1.55,0.88,-4.23,2.46,-0.87,2,1.48,8,0,0,1.11,12.45,0.3,ERG020,292,0.014217171,72.95711111,4.054888889
79.18.460W.25.39.757N,Turtle Rocks,Atlantic,Bahamas,Bimini,Alice Town,2015,27-Aug-15,5,Bleaching (% of population),25,20,35,58,FALSE,,34.5,301.23,303.51,300.14,293.79,306.26,2.04,4,0.82,0.93,0,-4.93,5.09,8,4.17,21,5,2.22,2.42,14.51,1.8,0.63,2.04,-9.09,3.37,-2.73,2,0.87,3,0,2.19,0.78,5.79,0.25,ERG141,62,0.013080808,-79.30766667,25.66261111
60.32.51.84W.11.20.20.28N,Sanger Rock,Atlantic,Trinidad & Tobago,Tobago,Charlotteville,2015,8-Oct-15,12,Bleaching (% of population),5,3,0,0,FALSE,,2,300.78,300.68,300.31,297.01,304.19,1.19,7,-1.14,0.81,0,-3.11,4.02,4,5.18,23,4,3.11,2.84,20.16,1.58,-1.18,1.19,-4.84,2.32,-1.54,1,1.56,6,1,1.8,1.21,9.57,0.45,ERG138,59,0.027373737,-60.54772222,11.33897222
60.33.029W.11.19.695N,Pirate's Bay,Atlantic,Trinidad & Tobago,Tobago,Charlotteville,2015,8-Oct-15,10,Bleaching (% of population),0,3,0,3,FALSE,,1.5,262.15,301.756,300.418,297.012,304.228,1.192,7,-0.156,0.818,0,-3.128,3.588,3.4,5.862,27.4,4.8,3.1,2.928,18.652,1.718,-0.198,1.192,-4.932,2.266,-1.526,1,1.71,7.2,1,1.68,1.304,10.342,0.46,ERG138,59,0.027373737,-60.55047222,11.32825
129.56.2E.4.29.47S,Pulau Pisang West,Pacific,Indonesia,Maluku tengah,Banda Naira,2015,17-Oct-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.7,300.07,301.41,296.54,305.64,1.56,5,-1.46,0.88,0,-3.09,3.04,7,4.9,21,6,1.54,2.96,17.37,2.2,-2.67,1.56,-6.19,2.89,-1.32,4,2.93,13,2,0,1.93,13.65,0.89,ERG038,561,0.012171717,129.9338889,-4.496388889
129.56.2E.4.29.47S,Pulau Pisang West,Pacific,Indonesia,Maluku tengah,Banda Naira,2015,17-Oct-15,10,Bleaching (% of population),1,0,0,0,FALSE,,0.25,302.7,300.07,301.41,296.54,305.64,1.56,5,-1.46,0.88,0,-3.09,3.04,7,4.9,21,6,1.54,2.96,17.37,2.2,-2.67,1.56,-6.19,2.89,-1.32,4,2.93,13,2,0,1.93,13.65,0.89,ERG038,561,0.012171717,129.9338889,-4.496388889
34.30.977E.28.32.535N,Abu Helal,Red Sea,Egypt,South Sinai,Dahab,2015,10-Sep-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.8425,296.9775,291.6525,302.1475,2.1425,5,1.19,0.9,0,-3.4625,3.5925,2.5,6.585,35.25,5.75,1.7975,3.71,24.065,2.125,1.0825,2.1425,-8.105,2.38,-2.77,1.25,2.285,8,1.25,1.405,1.7125,11.43,0.5825,NA,NA,-0.019873737,34.51627778,28.54225
34.31.156E.28.33.174N,Canyon North,Red Sea,Egypt,South Sinai,Dahab,2015,9-Sep-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.8425,296.9775,291.6525,302.1475,2.1425,5,1.19,0.9,0,-3.4625,3.5925,2.5,6.585,35.25,5.75,1.7975,3.71,24.065,2.125,1.0825,2.1425,-8.105,2.38,-2.77,1.25,2.285,8,1.25,1.405,1.7125,11.43,0.5825,NA,NA,-0.019873737,34.51927778,28.55288889
34.31.13.1E.28.33.15.5N,Canyon South- Coral Garden,Red Sea,Egypt,South Sinai,Dahab,2015,30-Aug-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.3775,296.9775,291.6525,302.1475,2.1425,6,0.62,0.9,0,-3.4625,3.5925,2.75,6.585,35.25,5.75,1.515,3.71,24.065,2.125,0.615,2.1425,-8.105,2.38,-2.77,1.5,2.285,8,1.25,1.125,1.7125,11.43,0.5825,NA,NA,-0.019873737,34.52030556,28.55430556
34.26.109E.28.21.192N,Gabr el Bint,Red Sea,Egypt,South Sinai,Dahab,2015,6-Sep-15,10,Bleaching (% of population),0,0,3,0,FALSE,,0.75,298.92,295.67,297.25,291.98,302.73,2.14,5,-4.26,0.9,0,-4.26,4.58,3,6.18,32,6,0,3.58,19.68,2.24,-4.31,2.14,-8.01,2.74,-2.73,0,2.28,8,2,0,1.79,11.07,0.66,NA,NA,-0.019873737,34.43513889,28.35319444
NSLighthouseEgypt,Lighthouse,Red Sea,Egypt,South Sinai,Dahab,2015,4-Sep-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.76,300.19,297.05,291.69,302.25,2.14,5,0.42,0.91,0,-3.4,4,1,6.87,37,6,1.23,3.84,24.45,2.18,0.37,2.14,-8.13,2.42,-2.76,1,2.37,8,1,1.1,1.8,11.79,0.61,ERG001,310,-0.019873737,34.51977778,28.49852778
34.27.560E.28.26.221N,Moray Garden,Red Sea,Egypt,South Sinai,Dahab,2015,2-Sep-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,298.81,296.51,297.15,291.73,302.88,2.16,5,-3.35,0.94,0,-3.48,4.47,2,6.67,36,6,1.1,3.95,24.32,2.44,-3.41,2.16,-8.18,2.96,-2.75,1,2.4,10,2,1,1.99,13.16,0.72,NA,NA,-0.019873737,34.45933333,28.43702778
34.27.560E.28.26.221N,Moray Garden,Red Sea,Egypt,South Sinai,Dahab,2015,2-Sep-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.81,296.51,297.15,291.73,302.88,2.16,5,-3.35,0.94,0,-3.48,4.47,2,6.67,36,6,1.1,3.95,24.32,2.44,-3.41,2.16,-8.18,2.96,-2.75,1,2.4,10,2,1,1.99,13.16,0.72,NA,NA,-0.019873737,34.45933333,28.43702778
34.31.26E.28.33.26.9N,Rick's Reef,Red Sea,Egypt,South Sinai,Dahab,2015,5-Sep-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.37,296.9775,291.6525,302.1475,2.1425,5,0.645,0.9,0,-3.4625,3.5925,2.5,6.585,35.25,5.75,1.7975,3.71,24.065,2.125,0.61,2.1425,-8.105,2.38,-2.77,1.25,2.285,8,1.25,1.405,1.7125,11.43,0.5825,NA,NA,-0.019873737,34.52388889,28.55747222
34.31.26E.28.33.26.9N,Rick's Reef,Red Sea,Egypt,South Sinai,Dahab,2015,5-Sep-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,262.15,300.37,296.9775,291.6525,302.1475,2.1425,5,0.645,0.9,0,-3.4625,3.5925,2.5,6.585,35.25,5.75,1.7975,3.71,24.065,2.125,0.61,2.1425,-8.105,2.38,-2.77,1.25,2.285,8,1.25,1.405,1.7125,11.43,0.5825,NA,NA,-0.019873737,34.52388889,28.55747222
34.27.442E.28.25.247N,Umm Sid,Red Sea,Egypt,South Sinai,Dahab,2015,8-Sep-15,10,Bleaching (% of population),0,0,0,0,FALSE,,0,298.81,296.51,297.15,291.73,302.88,2.16,5,-3.35,0.94,0,-3.48,4.47,2,6.67,36,6,1.1,3.95,24.32,2.44,-3.41,2.16,-8.18,2.96,-2.75,1,2.4,10,2,1,1.99,13.16,0.72,ERG001,310,-0.019873737,34.45736111,28.42077778
129.52.46E.4.30.19S,Lava Flow,Pacific,Indonesia,Maluku tengah,Banda Naira,2015,3-May-15,5,Bleaching (% of population),2,2,2,1,FALSE,,1.75,300.39,303.02,301.35,296.92,306.32,1.54,4,1,0.89,0,-2.69,3.99,4,4.66,27,6,0,2.9,15.32,2.23,0.33,1.54,-5.76,3.62,-1.32,3,2.24,9,2,0,1.84,10.82,0.83,ERG038,561,0.012171717,129.8794444,-4.505277778
129.52.46E.4.30.19S,Lava Flow,Pacific,Indonesia,Maluku tengah,Banda Naira,2015,3-May-15,10,Bleaching (% of population),10,5,3,1,FALSE,,4.75,300.39,303.02,301.35,296.92,306.32,1.54,4,1,0.89,0,-2.69,3.99,4,4.66,27,6,0,2.9,15.32,2.23,0.33,1.54,-5.76,3.62,-1.32,3,2.24,9,2,0,1.84,10.82,0.83,ERG038,561,0.012171717,129.8794444,-4.505277778
NSBagalangit,Bagalangit Koala,Pacific,Philippines,Batangas,"Mabini, Anilao",2010,20-Apr-10,6,Bleaching (% of population),0,0,0,0,TRUE,no coordinates,0,262.15,300.7242857,300.9357143,296.21,305.8057143,1.48,5,-0.257142857,0.85,0,-3.81,3.658571429,2.428571429,5.392857143,24.57142857,5.571428571,0.928571429,3.352857143,23.05571429,2.065714286,-1.732857143,1.48,-6.238571429,3.341428571,-1.511428571,0.142857143,2.501428571,11.85714286,1.142857143,0,1.821428571,18.23142857,0.564285714,ERG047,530,0.014595959,120.8716111,13.71425
NSKaypating,Kaypating Point Ronco,Pacific,Philippines,Batangas,Calatagan,2011,11-Jun-11,6,Bleaching (% of population),0,0,0,0,TRUE,no coordinates,0,302.34,301.17,301.09,296.96,305.82,1.51,5,-1.5,0.86,0,-3.29,3.27,24,5.51,28,5,0,3.36,23.62,2.02,-1.51,1.51,-5.71,3.13,-1.58,9,2.29,11,1,0,2.04,18.56,0.62,ERG047,530,0.014595959,120.6772222,13.78333333
NSKaypating,Kaypating Point Ronco,Pacific,Philippines,Batangas,Calatagan,2011,11-Jun-11,6.7,Bleaching (% of population),0,0,0,0,TRUE,no coordinates,0,302.34,301.17,301.09,296.96,305.82,1.51,5,-1.5,0.86,0,-3.29,3.27,24,5.51,28,5,0,3.36,23.62,2.02,-1.51,1.51,-5.71,3.13,-1.58,9,2.29,11,1,0,2.04,18.56,0.62,ERG047,530,0.014595959,120.6772222,13.78333333
124.7.30.9E.11.20.3.6N,Coral Garden 1,Pacific,Philippines,Daanbantayan,Logon,2015,5-Oct-15,4,Bleaching (% of population),0,0,0,0,FALSE,,0,301.62,302.69,301.61,296.62,305.22,1.31,3,0.49,0.84,0,-3.24,2.79,8,5.56,25,6,7.27,2.75,16.84,1.94,-0.19,1.31,-6.25,2.33,-1.26,3,1.98,11,1,1.72,1.35,13.1,0.5,ERG046,553,0.00510101,124.12525,11.33433333
120.10.56.2E.11.57.51.9N,CYC East Reef,Pacific,Philippines,Palawan,Coron,2015,12-Oct-15,5,Bleaching (% of population),0,0,0,0,FALSE,,0,302.37,303.14,302.02,297.76,306.11,1.18,3,0.59,0.92,0,-3.88,3.97,8,6.03,28,6,0,4.01,26.52,2.34,0.24,1.18,-5.13,3.21,-0.87,4,4.22,23,2,0,2.54,22.09,0.8,ERG045,567,0.012272727,120.1822778,11.96441667
120.10.40.7E.11.57.48.5N,CYC West Reef,Pacific,Philippines,Palawan,Coron,2015,12-Oct-15,7,Bleaching (% of population),3,0,0,0,FALSE,,0.75,302.37,303.14,302.02,297.76,306.11,1.18,3,0.59,0.92,0,-3.88,3.97,8,6.03,28,6,0,4.01,26.52,2.34,0.24,1.18,-5.13,3.21,-0.87,4,4.22,23,2,0,2.54,22.09,0.8,ERG045,567,0.012272727,120.1779722,11.96347222
119.21.51E.11.13.38.9N,Maitre MPA (Inside),Pacific,Philippines,Palawan,El Nido,2015,25-Sep-15,5.2,Bleaching (% of population),5,0,8,3,FALSE,,4,301.9,302.02,301.68,297.83,305.48,1.38,4,-0.12,0.89,0,-3.14,3.45,2,5.76,29,6,0,3.88,22.47,2.34,-1.11,1.38,-5.29,2.34,-1.44,0,2.95,11,2,0,2.09,16.05,0.69,ERG045,567,0.01770202,119.3641667,11.22747222
151.30.14W.16.44.7.7S,Napoleon,Pacific,French Polynesia,Society Archipelago,Raiatea,2015,31-Oct-15,8,Bleaching (% of population),3,4,2,0,FALSE,,2.25,301.24,300.09,300.93,297.94,304.79,1.07,6,-0.42,0.66,0,-2.61,3.03,3,2.77,10,2,0,1.66,10.12,0.89,-1.97,1.07,-4.11,2.73,-1.12,1,1.32,5,0,0,0.98,7.6,0.31,ERG115,177,0.006085858,-151.5038889,-16.73547222
60.32.19.44W.11.15.20.46N,Sea Fan Alley,Atlantic,Trinidad & Tobago,Tobago,Delaford,2015,18-Oct-15,10,Bleaching (% of population),20,0,10,0,FALSE,,7.5,262.15,303.2775,300.5325,297.035,304.19,1.185,5,1.3225,0.8175,0,-3.345,2.8825,3,5.98,27.75,4.75,3.5075,2.8675,18.7675,1.6975,1.2025,1.185,-5.03,2.1075,-1.53,1.25,1.56,6.5,1,1.8,1.1625,9.3325,0.395,ERG138,59,0.027373737,-60.53872222,11.25569444
